week_start_date,y_true,y_pred
2025-09-12,240.0,250.8885581654764
2025-09-19,149.0,178.22071680233597
2025-09-26,239.0,268.5996795603486
2025-10-03,267.0,276.73517380295164
2025-10-10,197.0,197.56555715770463
2025-10-17,280.0,310.1633224247209
2025-10-24,205.0,211.23213884453634
2025-10-31,164.0,187.96631484170985
2025-11-07,215.0,218.9826306403717
2025-11-14,203.0,227.26527100617557
2025-11-21,267.0,245.77482704611396
2025-11-28,258.0,245.43057511995087
